ID,Language_ID,Parameter_ID,Form,Segments,Cognacy,Comment,Source
1743,Saria,who,haː,h aː,18902,,
1744,Saria,wind,a-huiʔ,a + h ui ʔ,19103,,
1745,Saria,wing,mə-juiʔ,m ə + j ui ʔ,19303,,
1746,Saria,woman,a-mui,a + m ui,19501,,
1747,Saria,wood,hɹiŋ,h ɹ i ŋ,19701,,
1748,Saria,yesterday,bɹõrĩ,b ɹ õ r ĩ,19903,,
1749,Chayangtajo,1sg,go,g o,101,,
1750,Chayangtajo,2sg,na,n a,301,,
1751,Chayangtajo,3sg,wɛː,w ɛː,501,,
1752,Chayangtajo,ant,gɹɛŋ-gɹo,g ɹ ɛ ŋ + g ɹ o,701,,
1753,Chayangtajo,armhand,geiʔ,g ei ʔ,904,,
1754,Chayangtajo,ash,bɛɛ-rak,b ɛː + r a k,1103,,
1755,Chayangtajo,big,kəlaː,k ə l aː,1304,,
1756,Chayangtajo,bird,pə-dou,p ə + d ou,1502,,
1757,Chayangtajo,bite,tua,t ua,1703,,
1758,Chayangtajo,bitter,a-ʧaː,a + tʃ aː,1901,,
1759,Chayangtajo,black,a-hjɛ̃,a + h j ɛ̃,2103,,
1760,Chayangtajo,blood,hue,h ue,2301,,
1761,Chayangtajo,bone,a-zaiʔ,a + z ai ʔ,2502,,
1762,Chayangtajo,breast,a-njɛː,a + n j ɛː,2704,,
1763,Chayangtajo,toburnit,jɨː,j ɨː,2904,,
1764,Chayangtajo,tocarryonback,eiʔ,e i ʔ,3105,,
1765,Chayangtajo,cloud,ka-təː,k a + t əː,3302,,
1766,Chayangtajo,tocryweep,ʧap,tʃ a p,3501,,
1767,Chayangtajo,todie,iː,iː,3701,,
1768,Chayangtajo,todomake,kaiʔ,k ai ʔ,3904,,
1769,Chayangtajo,dog,kajoː,k a j oː,4103,,
1770,Chayangtajo,drink,riŋ,r i ŋ,4302,,
1771,Chayangtajo,dry,a-waiʔ,a + w ai ʔ,4501,,
1772,Chayangtajo,ear,(a)-kuiʔ,k ui ʔ,4702,,
1773,Chayangtajo,eat,ʧiː,tʃ iː,4902,,
1774,Chayangtajo,egg,mə-riː,m ə + r iː,5105,,
1775,Chayangtajo,eye,(a)-kək,k ə k,5304,,
1776,Chayangtajo,far,a-ʧjeː,a + tʃ j eː,5502,,
1777,Chayangtajo,fat,a-zua,a + z ua,5701,,
1778,Chayangtajo,fingernail,gei-siʔ,g ei + s i ʔ,5901,,
1779,Chayangtajo,fire,bae,b ae,6101,,
1780,Chayangtajo,fish,kahuaŋ,k a h ua ŋ,6303,,
1781,Chayangtajo,fleshmeat,mə-rjeʔ,m ə + r j e ʔ,6504,,
1782,Chayangtajo,tofly,pjeʔ,p j e ʔ,6701,,
1783,Chayangtajo,full,ljɛː,l j ɛː,6902,,
1784,Chayangtajo,togive,taŋ,t a ŋ,7102,,
1785,Chayangtajo,togo,uː,uː,7301,,
1786,Chayangtajo,good,a-njaŋ,a + n j a ŋ,7505,,
1787,Chayangtajo,haironhead,kə-zak,k ə + z a k,7701,,
1788,Chayangtajo,hard,a-kaː,a + k aː,7906,,
1789,Chayangtajo,head,a-kok,a + k o k,8101,,
1790,Chayangtajo,tohear,roŋ,r o ŋ,8304,,
1791,Chayangtajo,heavy,a-lei,a + l ei,8501,,
1792,Chayangtajo,tohide,rou-gəə,r ou + g əː,8702,,
1793,Chayangtajo,tokill,aiʔ,a i ʔ,8901,,
1794,Chayangtajo,horn,ko-waŋ,k o + w a ŋ,9103,,
1795,Chayangtajo,house,ʧuk,tʃ u k,9303,,
1796,Chayangtajo,in,a-ɹaŋ,a + ɹ a ŋ,9504,,
1797,Chayangtajo,knee,ka-pɹei,k a + p ɹ ei,9705,,
1798,Chayangtajo,toknow,daiʔ,d ai ʔ,9901,,
1799,Chayangtajo,tolaugh,ruɛ,r uɛ,10103,,
1800,Chayangtajo,leaf,a-ləʔ,a + l ə ʔ,10301,,
1801,Chayangtajo,legfoot,(a)-lɛː,l ɛː,10501,,
1802,Chayangtajo,liver,a-pjiʔ,a + p j i ʔ,10702,,
1803,Chayangtajo,long,a-pɹaŋ,a + p ɹ a ŋ,10902,,
1804,Chayangtajo,louse,pɹɛː,p ɹ ɛː,11103,,
1805,Chayangtajo,moon,am-boː,a m + b oː,11301,,
1806,Chayangtajo,mouth,səʔ,s ə ʔ,11502,,
1807,Chayangtajo,name,a-bɹɛŋ,a + b ɹ ɛ ŋ,11701,,
1808,Chayangtajo,navel,rue-rei,r ue + r ei,11901,,
1809,Chayangtajo,neck,kə-tuŋ,k ə + t u ŋ,12101,,
1810,Chayangtajo,new,a-faiʔ,a + f ai ʔ,12301,,
1811,Chayangtajo,nose,a-pok,a + p o k,12501,,
1812,Chayangtajo,not,ba-,b a,12701,,
1813,Chayangtajo,oldofthings,a-ʧaiʔ,a + tʃ ai ʔ,12903,,
1814,Chayangtajo,one,hui,h ui,13105,,
1815,Chayangtajo,path,puzuɛ,p u z uɛ,13302,,
1816,Chayangtajo,rain,am-pɹuː,a m + p ɹ uː,13503,,
1817,Chayangtajo,red,a-rjuk,a + r j u k,13703,,
1818,Chayangtajo,root,a-reŋ,a + r e ŋ,13904,,
1819,Chayangtajo,torun,riʔ,r i ʔ,14103,,
1820,Chayangtajo,salt,hoŋ,h o ŋ,14302,,
1821,Chayangtajo,sand,pɹɛː-ʧeiʔ,p ɹ ɛː + tʃ ei ʔ,14506,,
1822,Chayangtajo,tosay,luiʔ,l ui ʔ,14707,,
1823,Chayangtajo,tosee,ʤei,dʒ ei,14905,,
1824,Chayangtajo,tosit,tuŋ,t u ŋ,15102,,
1825,Chayangtajo,skinhide,a-kəː,a + k əː,15301,,
1826,Chayangtajo,tosleep,rəm,r ə m,15503,,
1827,Chayangtajo,small,kə-siʔ,k ə + s i ʔ,15707,,
1828,Chayangtajo,smoke,bɛː-kɨː,b ɛː + k ɨː,15901,,
1829,Chayangtajo,stand,ʧiŋ,tʃ i ŋ,16101,,
1830,Chayangtajo,star,pə-ʤaiʔ,p ə + dʒ ai ʔ,16306,,
1831,Chayangtajo,stonerock,kə-bɹaː,k ə + b ɹ aː,16503,,
1832,Chayangtajo,sun,kriː,k r iː,16702,,
1833,Chayangtajo,sweet,a-piŋ,a + p i ŋ,16903,,
1834,Chayangtajo,tail,ni-mɹɛː,n i + m ɹ ɛː,17104,,
1835,Chayangtajo,totake,rei,r ei,17302,,
1836,Chayangtajo,thick,a-piʔ,a + p i ʔ,17503,,
1837,Chayangtajo,this,həŋ,h ə ŋ,17703,,
1838,Chayangtajo,tongue,a-rue,a + r ue,17901,,
1839,Chayangtajo,tooth,kə-tuaŋ,k ə + t ua ŋ,18101,,
1840,Chayangtajo,water,kua,k ua,18301,,
1841,Chayangtajo,what,hiː,h iː,18507,,
1842,Chayangtajo,white,a-rjuŋ,a + r j u ŋ,18704,,
1843,Chayangtajo,who,haː,h aː,18902,,
1844,Chayangtajo,wind,aŋ-huiʔ,a ŋ + h ui ʔ,19103,,
1845,Chayangtajo,wing,a-juiʔ,a + j ui ʔ,19303,,
1846,Chayangtajo,woman,a-mui,a + m ui,19501,,
1847,Chayangtajo,wood,hɹeŋ,h ɹ e ŋ,19701,,
1848,Chayangtajo,yesterday,bjariː,b j a r iː,19903,,
1849,Lasumpatte,1sg,go,g o,101,,
1850,Lasumpatte,2sg,na,n a,301,,
1851,Lasumpatte,3sg,wɛː,w ɛː,501,,
1852,Lasumpatte,ant,gɹɛŋ-gɹo,g ɹ ɛ ŋ + g ɹ o,701,,
1853,Lasumpatte,armhand,geiʔ,g ei ʔ,904,,
1854,Lasumpatte,ash,bɛɛ-rak,b ɛː + r a k,1103,,
1855,Lasumpatte,big,kəlaː,k ə l aː,1304,,
1856,Lasumpatte,bird,pə-dou,p ə + d ou,1502,,
1857,Lasumpatte,bite,tua,t ua,1703,,
1858,Lasumpatte,bitter,a-ʧjaː,a + tʃ j aː,1901,,
1859,Lasumpatte,black,a-hjɛ̃,a + h j ɛ̃,2103,,
1860,Lasumpatte,blood,hue,h ue,2301,,
1861,Lasumpatte,bone,a-ʤaiʔ,a + dʒ ai ʔ,2502,,
1862,Lasumpatte,breast,a-njɛː,a + n j ɛː,2704,,
1863,Lasumpatte,toburnit,ʤɨː,dʒ ɨː,2904,,
1864,Lasumpatte,tocarryonback,ek,e k,3105,,
1865,Lasumpatte,cloud,ka-təː,k a + t əː,3302,,
1866,Lasumpatte,tocryweep,ʧjap,tʃ j a p,3501,,
1867,Lasumpatte,todie,iː,iː,3701,,
1868,Lasumpatte,todomake,kaiʔ,k ai ʔ,3904,,
1869,Lasumpatte,dog,kajoː,k a j oː,4103,,
1870,Lasumpatte,drink,riŋ,r i ŋ,4302,,
1871,Lasumpatte,dry,a-waiʔ,a + w ai ʔ,4501,,
1872,Lasumpatte,ear,(a)-kuiʔ,k ui ʔ,4702,,
1873,Lasumpatte,eat,ʧiː,tʃ iː,4902,,
1874,Lasumpatte,egg,mə-riː,m ə + r iː,5105,,
1875,Lasumpatte,eye,(a)-kək,k ə k,5304,,
1876,Lasumpatte,far,a-ʧjeː,a + tʃ j eː,5502,,
1877,Lasumpatte,fat,a-ʤua,a + dʒ ua,5701,,
1878,Lasumpatte,fingernail,gei-siʔ,g ei + s i ʔ,5901,,
1879,Lasumpatte,fire,bɛː,b ɛː,6101,,
1880,Lasumpatte,fish,kahuaŋ,k a h ua ŋ,6303,,
1881,Lasumpatte,fleshmeat,mə-rjeʔ,m ə + r j e ʔ,6504,,
1882,Lasumpatte,tofly,pjiʔ,p j i ʔ,6701,,
1883,Lasumpatte,full,ljɛː,l j ɛː,6902,,
1884,Lasumpatte,togive,taŋ,t a ŋ,7102,,
1885,Lasumpatte,togo,uː,uː,7301,,
1886,Lasumpatte,good,a-njaŋ,a + n j a ŋ,7505,,
1887,Lasumpatte,haironhead,kə-ʤak,k ə + dʒ a k,7701,,
1888,Lasumpatte,hard,a-kaː,a + k aː,7906,,
1889,Lasumpatte,head,a-kok,a + k o k,8101,,
1890,Lasumpatte,tohear,roŋ,r o ŋ,8304,,
1891,Lasumpatte,heavy,a-lei,a + l ei,8501,,
1892,Lasumpatte,tohide,rou-gəə,r ou + g əː,8702,,
1893,Lasumpatte,tokill,aiʔ,a i ʔ,8901,,
1894,Lasumpatte,horn,ko-waŋ,k o + w a ŋ,9103,,
1895,Lasumpatte,house,ʧuk,tʃ u k,9303,,
1896,Lasumpatte,in,aŋ-ɹaŋ,a ŋ + ɹ a ŋ,9504,,
1897,Lasumpatte,knee,ka-pei,k a + p ei,9705,,
1898,Lasumpatte,toknow,daiʔ,d ai ʔ,9901,,
1899,Lasumpatte,tolaugh,ruɛ,r uɛ,10103,,
1900,Lasumpatte,leaf,a-ləʔ,a + l ə ʔ,10301,,
1901,Lasumpatte,legfoot,(a)-lɛː,l ɛː,10501,,
1902,Lasumpatte,liver,a-pjiʔ,a + p j i ʔ,10702,,
1903,Lasumpatte,long,a-pɹaŋ,a + p ɹ a ŋ,10902,,
1904,Lasumpatte,louse,pɹɛː,p ɹ ɛː,11103,,
1905,Lasumpatte,moon,am-boː,a m + b oː,11301,,
1906,Lasumpatte,mouth,səʔ,s ə ʔ,11502,,
1907,Lasumpatte,name,a-bɹɛŋ,a + b ɹ ɛ ŋ,11701,,
1908,Lasumpatte,navel,rue-rei,r ue + r ei,11901,,
1909,Lasumpatte,neck,kə-tjuŋ,k ə + t j u ŋ,12101,,
1910,Lasumpatte,new,a-faiʔ,a + f ai ʔ,12301,,
1911,Lasumpatte,nose,a-pok,a + p o k,12501,,
1912,Lasumpatte,not,ba-,b a,12701,,
1913,Lasumpatte,oldofthings,a-ʧaiʔ,a + tʃ ai ʔ,12903,,
1914,Lasumpatte,one,hui,h ui,13105,,
1915,Lasumpatte,path,puzuɛ,p u z uɛ,13302,,
1916,Lasumpatte,rain,am-pjuː,a m + p j uː,13503,,
1917,Lasumpatte,red,a-rjuk,a + r j u k,13703,,
1918,Lasumpatte,root,a-reŋ,a + r e ŋ,13904,,
1919,Lasumpatte,torun,riʔ,r i ʔ,14103,,
1920,Lasumpatte,salt,hoŋ,h o ŋ,14302,,
1921,Lasumpatte,sand,pjɛː-ʧeʔ,p j ɛː + tʃ e ʔ,14506,,
1922,Lasumpatte,tosay,luiʔ,l ui ʔ,14707,,
1923,Lasumpatte,tosee,ʤei,dʒ ei,14905,,
1924,Lasumpatte,tosit,tuŋ,t u ŋ,15102,,
1925,Lasumpatte,skinhide,a-kəː,a + k əː,15301,,
1926,Lasumpatte,tosleep,rəm,r ə m,15503,,
1927,Lasumpatte,small,kə-siʔ,k ə + s i ʔ,15707,,
1928,Lasumpatte,smoke,bɛː-kɨː,b ɛː + k ɨː,15901,,
1929,Lasumpatte,stand,ʧiŋ,tʃ i ŋ,16101,,
1930,Lasumpatte,star,pə-ʤaiʔ,p ə + dʒ ai ʔ,16306,,
1931,Lasumpatte,stonerock,kə-bɹaː,k ə + b ɹ aː,16503,,
1932,Lasumpatte,sun,kriː,k r iː,16702,,
1933,Lasumpatte,sweet,a-piŋ,a + p i ŋ,16903,,
1934,Lasumpatte,tail,ni-mɹɛː,n i + m ɹ ɛː,17104,,
1935,Lasumpatte,totake,rei,r ei,17302,,
1936,Lasumpatte,thick,a-piʔ,a + p i ʔ,17503,,
1937,Lasumpatte,this,həŋ,h ə ŋ,17703,,
1938,Lasumpatte,tongue,a-rue,a + r ue,17901,,
1939,Lasumpatte,tooth,kə-tuaŋ,k ə + t ua ŋ,18101,,
1940,Lasumpatte,water,kua,k ua,18301,,
1941,Lasumpatte,what,hiː,h iː,18507,,
1942,Lasumpatte,white,a-rjuŋ,a + r j u ŋ,18704,,
1943,Lasumpatte,who,haː,h aː,18902,,
1944,Lasumpatte,wind,aŋ-huiʔ,a ŋ + h ui ʔ,19103,,
1945,Lasumpatte,wing,a-wiʔ,a + w i ʔ,19304,,
1946,Lasumpatte,woman,a-mui,a + m ui,19501,,
1947,Lasumpatte,wood,hjeŋ,h j e ŋ,19701,,
1948,Lasumpatte,yesterday,bjariː,b j a r iː,19903,,
